,result__problem__contestId,result__problem__name,result__problem__rating,result__problem__tags__001,result__problem__tags__002,result__problem__tags__009,result__author__members__handle,result__author__participantType,result__author__teamId,result__author__teamName,result__verdict
214,933.0,A Twisty Movement,1800.0,dp,,,_Satoru_,PRACTICE,,,OK
215,983.0,XOR-pyramid,1800.0,dp,,,_Satoru_,PRACTICE,,,OK
216,1613.0,Crazy Robot,2000.0,dfs and similar,graphs,,_Satoru_,PRACTICE,,,OK
217,1613.0,MEX Sequences,1900.0,dp,math,,_Satoru_,PRACTICE,,,OK
218,1602.0,Frog Traveler,1900.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
219,1602.0,Array Elimination,1300.0,bitmasks,math,,_Satoru_,VIRTUAL,,,OK
220,1545.0,AquaMoon and Chess,1900.0,combinatorics,math,,_Satoru_,PRACTICE,,,OK
221,1593.0,Gardener and Tree,1600.0,brute force,data structures,,_Satoru_,PRACTICE,,,OK
222,1593.0,Half of Same,1900.0,brute force,math,,_Satoru_,PRACTICE,,,OK
223,1598.0,Training Session,1700.0,combinatorics,data structures,,_Satoru_,VIRTUAL,,,OK
224,1556.0,Take a Guess,1800.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
225,1543.0,RPD and Rap Sheet (Easy Version),1700.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
226,1579.0,Array Stabilization (AND version),1700.0,brute force,graphs,,_Satoru_,PRACTICE,,,OK
227,1579.0,Array Optimization by Deque,1700.0,data structures,greedy,,_Satoru_,PRACTICE,,,OK
228,1556.0,Compressed Bracket Sequence,1800.0,brute force,implementation,,_Satoru_,PRACTICE,,,WRONG_ANSWER
229,1554.0,Mikasa,1800.0,binary search,bitmasks,,_Satoru_,PRACTICE,,,OK
230,449.0,Jzzhu and Cities,2000.0,graphs,greedy,,_Satoru_,PRACTICE,,,OK
231,1547.0,How Many Paths?,2100.0,dfs and similar,dp,,_Satoru_,PRACTICE,,,OK
232,1547.0,Array Stabilization (GCD version),1900.0,binary search,brute force,,_Satoru_,PRACTICE,,,OK
233,1543.0,Need for Pink Slips,1900.0,bitmasks,brute force,,_Satoru_,PRACTICE,,,OK
234,165.0,Compatible Numbers,2200.0,bitmasks,brute force,,_Satoru_,PRACTICE,,,OK
235,1468.0,Road Reform,1800.0,dsu,graphs,,shantanu_p_101_,VIRTUAL,86695.0,elite_coders,WRONG_ANSWER
236,1468.0,Firecrackers,1700.0,binary search,sortings,,shantanu_p_101_,VIRTUAL,86695.0,elite_coders,OK
237,1468.0,Full Turn,1700.0,geometry,hashing,,shantanu_p_101_,VIRTUAL,86695.0,elite_coders,OK
238,1468.0,The Robot,1600.0,brute force,implementation,,shantanu_p_101_,VIRTUAL,86695.0,elite_coders,OK
239,1468.0,Berpizza,1400.0,data structures,implementation,,shantanu_p_101_,VIRTUAL,86695.0,elite_coders,OK
240,622.0,The Sum of the k-th Powers,2600.0,math,,,_Satoru_,PRACTICE,,,OK
241,1295.0,Obtain The String,1600.0,dp,greedy,,_Satoru_,PRACTICE,,,OK
242,1217.0,Zmei Gorynich,1600.0,greedy,math,,_Satoru_,PRACTICE,,,OK
243,1234.0,Distinct Characters Queries,1600.0,data structures,,,_Satoru_,PRACTICE,,,OK
244,1196.0,RGB Substring (hard version),1600.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
245,1151.0,Stas and the Queue at the Buffet,1600.0,greedy,math,,_Satoru_,PRACTICE,,,OK
246,1095.0,Circular Dance,1600.0,implementation,,,_Satoru_,PRACTICE,,,OK
247,1165.0,Two Arrays and Sum of Functions,1600.0,greedy,math,,_Satoru_,PRACTICE,,,OK
248,1437.0,Minimal Height Tree,1600.0,graphs,greedy,,_Satoru_,PRACTICE,,,OK
249,1407.0,Chocolate Bunny,1600.0,constructive algorithms,interactive,,_Satoru_,PRACTICE,,,OK
250,1203.0,Remove the Substring (easy version),1600.0,greedy,implementation,,_Satoru_,PRACTICE,,,OK
251,1213.0,Equalizing by Division (hard version),1600.0,brute force,math,,_Satoru_,PRACTICE,,,OK
252,1504.0,Balance the Bits,1600.0,brute force,constructive algorithms,,_Satoru_,PRACTICE,,,OK
253,1475.0,Advertising Agency,1600.0,combinatorics,math,,_Satoru_,PRACTICE,,,OK
254,1498.0,Planar Reflections,1600.0,brute force,data structures,,_Satoru_,PRACTICE,,,OK
255,1526.0,Potions (Hard Version),1600.0,data structures,greedy,,_Satoru_,PRACTICE,,,OK
256,1151.0,Dima and a Bad XOR,1600.0,bitmasks,brute force,,_Satoru_,PRACTICE,,,OK
257,1140.0,Playlist,1600.0,brute force,data structures,,_Satoru_,PRACTICE,,,OK
258,1511.0,Min Cost String,1600.0,brute force,constructive algorithms,,_Satoru_,PRACTICE,,,OK
259,1539.0,PriceFixed,1600.0,binary search,greedy,,_Satoru_,PRACTICE,,,OK
260,1141.0,Same Sum Blocks (Easy),1900.0,greedy,,,_Satoru_,PRACTICE,,,OK
261,1141.0,Same Sum Blocks (Hard),1900.0,data structures,greedy,,_Satoru_,PRACTICE,,,OK
262,1538.0,Gift Set,2100.0,binary search,greedy,,_Satoru_,PRACTICE,,,OK
263,1537.0,Deleting Divisors,1700.0,games,math,,_Satoru_,PRACTICE,,,OK
264,1534.0,Lost Tree,1800.0,constructive algorithms,interactive,,_Satoru_,PRACTICE,,,OK
265,1536.0,Diluc and Kaeya,1500.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
266,1536.0,Omkar and Medians,2000.0,data structures,greedy,,_Satoru_,PRACTICE,,,OK
267,1527.0,Palindrome Game (hard version),1900.0,constructive algorithms,games,,_Satoru_,PRACTICE,,,OK
268,1515.0,Phoenix and Computers,2200.0,combinatorics,dp,,_Satoru_,PRACTICE,,,OK
269,1536.0,Omkar and Forest,2300.0,combinatorics,graphs,,_Satoru_,PRACTICE,,,OK
270,1526.0,Kill Anton,2200.0,brute force,constructive algorithms,,_Satoru_,PRACTICE,,,OK
271,1535.0,Playoff Tournament,1800.0,data structures,dfs and similar,,_Satoru_,PRACTICE,,,OK
272,1535.0,Gold Transfer,2200.0,binary search,data structures,,_Satoru_,PRACTICE,,,OK
273,1512.0,Education,1900.0,brute force,dp,,_Satoru_,PRACTICE,,,OK
274,1527.0,Sequence Pair Weight,1600.0,hashing,implementation,,_Satoru_,PRACTICE,,,OK
275,1523.0,Compression and Expansion,1600.0,brute force,data structures,,_Satoru_,PRACTICE,,,OK
276,1010.0,Border,1800.0,number theory,,,_Satoru_,PRACTICE,,,OK
277,1016.0,Vasya And The Matrix,1800.0,constructive algorithms,flows,,_Satoru_,PRACTICE,,,OK
278,1030.0,Vasya and Triangle,1800.0,geometry,number theory,,_Satoru_,PRACTICE,,,OK
279,1062.0,Fun with Integers,1800.0,dfs and similar,graphs,,_Satoru_,PRACTICE,,,OK
280,1042.0,Petya and Array,1800.0,data structures,divide and conquer,,_Satoru_,PRACTICE,,,OK
281,1034.0,Enlarge GCD,1800.0,number theory,,,_Satoru_,PRACTICE,,,OK
282,1005.0,Median on Segments (Permutations Edition),1800.0,sortings,,,_Satoru_,PRACTICE,,,OK
283,1082.0,Maximum Diameter Graph,1800.0,constructive algorithms,graphs,,_Satoru_,PRACTICE,,,OK
284,1073.0,Vasya and Robot,1800.0,binary search,two pointers,,_Satoru_,PRACTICE,,,OK
285,1066.0,Boxes Packing,1800.0,binary search,implementation,,_Satoru_,PRACTICE,,,OK
286,1096.0,Easy Problem,1800.0,dp,,,_Satoru_,PRACTICE,,,OK
287,1108.0,Array and Segments (Easy version),1800.0,brute force,greedy,,_Satoru_,PRACTICE,,,OK
288,1109.0,Sasha and One More Name,1800.0,constructive algorithms,hashing,,_Satoru_,PRACTICE,,,OK
289,1119.0,Frets On Fire,1800.0,binary search,sortings,,_Satoru_,PRACTICE,,,OK
290,1133.0,K Balanced Teams,1800.0,dp,sortings,,_Satoru_,PRACTICE,,,OK
291,1528.0,Kavi on Pairing Duty,1700.0,combinatorics,dp,,_Satoru_,PRACTICE,,,OK
292,1529.0,Parsa's Humongous Tree,1600.0,dfs and similar,dp,,_Satoru_,PRACTICE,,,OK
293,1148.0,Dirty Deeds Done Dirt Cheap,1800.0,greedy,sortings,,_Satoru_,PRACTICE,,,OK
294,1118.0,Tree Cutting (Easy Version),1800.0,dfs and similar,trees,,_Satoru_,PRACTICE,,,OK
295,1152.0,Neko does Maths,1800.0,brute force,math,,_Satoru_,PRACTICE,,,OK
296,1156.0,Ugly Pairs,1800.0,dfs and similar,greedy,,_Satoru_,PRACTICE,,,OK
297,1154.0,Two Teams,1800.0,data structures,implementation,,_Satoru_,PRACTICE,,,OK
298,1190.0,"Tokitsukaze, CSL and Stone Game",1800.0,games,,,_Satoru_,PRACTICE,,,OK
299,1196.0,Connected Component on a Chessboard,1800.0,constructive algorithms,implementation,,_Satoru_,PRACTICE,,,OK
300,1207.0,Number Of Permutations,1800.0,combinatorics,,,_Satoru_,PRACTICE,,,OK
301,1225.0,Power Products,1800.0,hashing,math,,_Satoru_,PRACTICE,,,OK
302,1262.0,Optimal Subsequences (Hard Version),1800.0,binary search,data structures,,_Satoru_,PRACTICE,,,OK
303,1213.0,Path Queries,1800.0,divide and conquer,dsu,,_Satoru_,PRACTICE,,,OK
304,1517.0,Explorer Space,1800.0,dp,graphs,,_Satoru_,PRACTICE,,,OK
305,1509.0,The Sports Festival,1800.0,dp,greedy,,_Satoru_,PRACTICE,,,OK
306,1508.0,Almost Sorted,1800.0,binary search,combinatorics,,_Satoru_,PRACTICE,,,OK
307,1118.0,Coffee and Coursework (Hard Version),1700.0,binary search,greedy,,_Satoru_,PRACTICE,,,OK
308,1118.0,Coffee and Coursework (Easy version),1700.0,brute force,greedy,,_Satoru_,PRACTICE,,,OK
309,1249.0,By Elevator or Stairs?,1700.0,dp,shortest paths,,_Satoru_,PRACTICE,,,OK
310,1114.0,Trailing Loves (or L'oeufs?),1700.0,brute force,implementation,,_Satoru_,PRACTICE,,,OK
311,1131.0,Asya And Kittens,1700.0,constructive algorithms,dsu,,_Satoru_,PRACTICE,,,OK
312,1141.0,Superhero Battle,1700.0,math,,,_Satoru_,PRACTICE,,,OK
313,1525.0,Armchairs,1800.0,dp,flows,,_Satoru_,PRACTICE,,,OK
314,1118.0,Palindromic Matrix,1700.0,constructive algorithms,implementation,,_Satoru_,PRACTICE,,,OK
315,1144.0,Graph Without Long Directed Paths,1700.0,dfs and similar,graphs,,_Satoru_,PRACTICE,,,OK
316,1185.0,Extra Element,1700.0,implementation,math,,_Satoru_,PRACTICE,,,OK
317,1194.0,1-2-K Game,1700.0,games,math,,_Satoru_,PRACTICE,,,OK
318,1203.0,Remove the Substring (hard version),1700.0,binary search,greedy,,_Satoru_,PRACTICE,,,OK
319,1153.0,Serval and Parenthesis Sequence,1700.0,greedy,strings,,_Satoru_,PRACTICE,,,OK
320,1157.0,Minimum Array,1700.0,binary search,data structures,,_Satoru_,PRACTICE,,,OK
321,1168.0,Increasing by Modulo,1700.0,binary search,greedy,,_Satoru_,PRACTICE,,,OK
322,1176.0,Cover it!,1700.0,dfs and similar,dsu,,_Satoru_,PRACTICE,,,OK
323,1209.0,Cow and Snacks,1700.0,dfs and similar,dsu,,_Satoru_,PRACTICE,,,OK
324,1216.0,White Sheet,1700.0,geometry,math,,_Satoru_,PRACTICE,,,OK
325,1253.0,Harmonious Graph,1700.0,constructive algorithms,dfs and similar,,_Satoru_,PRACTICE,,,OK
326,1215.0,Ticket Game,1700.0,games,greedy,,_Satoru_,PRACTICE,,,OK
327,1217.0,The Number Of Good Substrings,1700.0,binary search,bitmasks,,_Satoru_,PRACTICE,,,OK
328,1279.0,Santa's Bot,1700.0,combinatorics,math,,_Satoru_,PRACTICE,,,OK
329,1268.0,Long Beautiful Integer,1700.0,constructive algorithms,greedy,,_Satoru_,PRACTICE,,,OK
330,1292.0,Aroma's Search,1700.0,brute force,constructive algorithms,,_Satoru_,PRACTICE,,,OK
331,1491.0,Pekora and Trampoline,1700.0,brute force,data structures,,_Satoru_,PRACTICE,,,OK
332,1340.0,Nastya and Scoreboard,1700.0,bitmasks,dp,,_Satoru_,PRACTICE,,,OK
333,1503.0,3-Coloring,1700.0,constructive algorithms,games,,_Satoru_,PRACTICE,,,OK
334,1484.0,Basic Diplomacy,1600.0,combinatorics,flows,,_Satoru_,PRACTICE,,,OK
335,1520.0,Guess the K-th Zero (Easy version),1600.0,binary search,interactive,,_Satoru_,PRACTICE,,,OK
336,1512.0,Short Task,1700.0,brute force,dp,,_Satoru_,PRACTICE,,,OK
337,1516.0,Baby Ehab Partitions Again,1700.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
338,1497.0,Square-free division (easy version),1700.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
339,1256.0,Yet Another Division Into Teams,2000.0,dp,greedy,,_Satoru_,PRACTICE,,,OK
340,1344.0,Monopole Magnets,2000.0,constructive algorithms,dfs and similar,,_Satoru_,PRACTICE,,,OK
341,1288.0,Minimax Problem,2000.0,binary search,bitmasks,,_Satoru_,PRACTICE,,,OK
342,1296.0,String Coloring (hard version),2000.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
343,1304.0,1-Trees and Queries,2000.0,data structures,dfs and similar,,_Satoru_,PRACTICE,,,OK
344,1294.0,Three Paths on a Tree,2000.0,dfs and similar,dp,,_Satoru_,PRACTICE,,,OK
345,1257.0,The Contest,2000.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
346,1399.0,Weights Division (easy version),2000.0,data structures,dfs and similar,,_Satoru_,PRACTICE,,,OK
347,1519.0,Maximum Sum of Products,1600.0,brute force,dp,,_Satoru_,PRACTICE,,,OK
348,1268.0,Domino for Young,2000.0,dp,greedy,,_Satoru_,PRACTICE,,,OK
349,1427.0,The Hard Work of Paparazzi,2000.0,dp,,,_Satoru_,PRACTICE,,,OK
350,1426.0,Number of Subsequences,2000.0,combinatorics,dp,,_Satoru_,PRACTICE,,,OK
351,1454.0,Number of Simple Paths,2000.0,combinatorics,dfs and similar,,_Satoru_,PRACTICE,,,OK
352,1458.0,Glass Half Spilled,2000.0,dp,,,_Satoru_,PRACTICE,,,OK
353,1481.0,AB Graph,2000.0,brute force,constructive algorithms,,_Satoru_,PRACTICE,,,OK
354,1513.0,Add One,1600.0,dp,matrices,,_Satoru_,PRACTICE,,,OK
355,1514.0,Product 1 Modulo N,1600.0,greedy,number theory,,_Satoru_,PRACTICE,,,OK
356,1512.0,Permutation by Sum,1600.0,brute force,greedy,,_Satoru_,PRACTICE,,,OK
357,1514.0,Cut and Stick,2000.0,binary search,data structures,,_Satoru_,PRACTICE,,,RUNTIME_ERROR
358,1487.0,Cheap Dinner,2000.0,brute force,data structures,,_Satoru_,PRACTICE,,,OK
359,1493.0,K-beautiful Strings,2000.0,binary search,brute force,,_Satoru_,PRACTICE,,,OK
360,1506.0,Triangular Paths,2000.0,constructive algorithms,graphs,,_Satoru_,PRACTICE,,,OK
361,1506.0,Maximize the Remaining String,2000.0,brute force,data structures,,_Satoru_,PRACTICE,,,TIME_LIMIT_EXCEEDED
362,1513.0,GCD and MST,2000.0,constructive algorithms,dsu,,_Satoru_,PRACTICE,,,OK
363,1385.0,Directing Edges,2000.0,constructive algorithms,dfs and similar,,_Satoru_,PRACTICE,,,OK
364,1277.0,Let's Play the Words?,1900.0,data structures,hashing,,_Satoru_,PRACTICE,,,OK
365,1270.0,Strange Device,1900.0,constructive algorithms,interactive,,_Satoru_,PRACTICE,,,OK
366,1251.0,Salary Changing,1900.0,binary search,greedy,,_Satoru_,PRACTICE,,,OK
367,1238.0,AB-string,1900.0,binary search,combinatorics,,_Satoru_,PRACTICE,,,OK
368,1272.0,Nearest Opposite Parity,1900.0,dfs and similar,graphs,,_Satoru_,PRACTICE,,,OK
369,1205.0,Shortest Cycle,1900.0,bitmasks,brute force,,_Satoru_,PRACTICE,,,OK
370,1285.0,Dr. Evil Underscores,1900.0,bitmasks,brute force,,_Satoru_,PRACTICE,,,OK
371,1294.0,Obtain a Permutation,1900.0,greedy,implementation,,_Satoru_,PRACTICE,,,OK
372,1311.0,Moving Points,1900.0,data structures,divide and conquer,,_Satoru_,PRACTICE,,,OK
373,1313.0,Skyscrapers (hard version),1900.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
374,1342.0,Multiple Testcases,1900.0,binary search,constructive algorithms,,_Satoru_,PRACTICE,,,OK
375,1404.0,Tree Tag,1900.0,dfs and similar,dp,,_Satoru_,PRACTICE,,,OK
376,1369.0,TediousLee,1900.0,dp,graphs,,_Satoru_,PRACTICE,,,OK
377,1490.0,Old Floppy Drive ,1900.0,binary search,data structures,,_Satoru_,PRACTICE,,,OK
378,1495.0,Let's Go Hiking,1900.0,games,greedy,,_Satoru_,PRACTICE,,,OK
379,1492.0,Genius's Gambit,1900.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
380,1498.0,Box Fitting,1300.0,binary search,bitmasks,,_Satoru_,PRACTICE,,,OK
381,1283.0,Christmas Trees,1800.0,graphs,greedy,,_Satoru_,PRACTICE,,,OK
382,1282.0,Petya and Exam,1800.0,greedy,sortings,,_Satoru_,PRACTICE,,,OK
383,1221.0,Make The Fence Great Again,1800.0,dp,,,_Satoru_,PRACTICE,,,OK
384,1244.0,Paint the Tree,1800.0,brute force,constructive algorithms,,_Satoru_,PRACTICE,,,OK
385,1249.0,Too Many Segments (easy version),1800.0,greedy,,,_Satoru_,PRACTICE,,,OK
386,1249.0,Too Many Segments (hard version),1800.0,data structures,greedy,,_Satoru_,PRACTICE,,,OK
387,1326.0,Prefix-Suffix Palindrome (Hard version),1800.0,binary search,greedy,,_Satoru_,PRACTICE,,,OK
388,1290.0,Irreducible Anagrams,1800.0,binary search,constructive algorithms,,_Satoru_,PRACTICE,,,OK
389,1304.0,Shortest and Longest LIS,1800.0,constructive algorithms,graphs,,_Satoru_,PRACTICE,,,OK
390,1092.0,Tree with Maximum Cost,1900.0,dfs and similar,dp,,_Satoru_,PRACTICE,,,OK
391,1327.0,Count The Blocks,1800.0,combinatorics,dp,,_Satoru_,PRACTICE,,,OK
392,1501.0,Going Home,1800.0,brute force,implementation,,_Satoru_,PRACTICE,,,TIME_LIMIT_EXCEEDED
393,1254.0,Send Boxes to Alice (Easy Version),1800.0,constructive algorithms,greedy,,_Satoru_,PRACTICE,,,OK
394,1296.0,String Coloring (easy version),1800.0,constructive algorithms,dp,,_Satoru_,PRACTICE,,,OK
395,1338.0,Edge Weight Assignment,1800.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
396,1324.0,Maximum White Subtree,1800.0,dfs and similar,dp,,_Satoru_,PRACTICE,,,OK
397,1382.0,Unmerge,1800.0,dp,,,_Satoru_,PRACTICE,,,OK
398,1299.0,Aerodynamic,1800.0,geometry,,,_Satoru_,PRACTICE,,,OK
399,1388.0,Uncle Bogdan and Country Happiness,1800.0,dfs and similar,greedy,,_Satoru_,PRACTICE,,,OK
400,1401.0,Maximum Distributed Tree,1800.0,dfs and similar,dp,,_Satoru_,PRACTICE,,,OK
401,1491.0,Zookeeper and The Infinite Zoo,1800.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
402,1334.0,Minimum Euler Cycle,1800.0,constructive algorithms,graphs,,_Satoru_,PRACTICE,,,OK
403,1328.0,Carousel,1800.0,constructive algorithms,dp,,_Satoru_,PRACTICE,,,OK
404,1466.0,Apollo versus Pan,1800.0,bitmasks,brute force,,_Satoru_,PRACTICE,,,OK
405,1475.0,Cleaning the Phone,1800.0,binary search,dp,,_Satoru_,PRACTICE,,,OK
406,1409.0,Two Platforms,1800.0,binary search,dp,,_Satoru_,PRACTICE,,,OK
407,1442.0,Identify the Operations,1800.0,combinatorics,data structures,,_Satoru_,PRACTICE,,,OK
408,1380.0,Universal Solution,1400.0,greedy,,,_Satoru_,PRACTICE,,,TIME_LIMIT_EXCEEDED
409,1329.0,Dreamoon Likes Coloring,1800.0,constructive algorithms,greedy,,_Satoru_,PRACTICE,,,OK
410,1477.0,Nezzar and Board,1800.0,constructive algorithms,math,,_Satoru_,PRACTICE,,,OK
411,1278.0,Berry Jam,1700.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
412,1260.0,Infinite Fence,1700.0,greedy,math,,_Satoru_,PRACTICE,,,OK
413,1325.0,Ehab the Xorcist,1700.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
414,1332.0,Walk on Matrix,1700.0,bitmasks,constructive algorithms,,_Satoru_,PRACTICE,,,OK
415,1406.0,Link Cut Centroids,1700.0,constructive algorithms,dfs and similar,,_Satoru_,PRACTICE,,,OK
416,1329.0,Dreamoon Likes Sequences,1700.0,bitmasks,combinatorics,,_Satoru_,PRACTICE,,,OK
417,1485.0,Floor and Mod,1700.0,binary search,brute force,,_Satoru_,PRACTICE,,,OK
418,1486.0,Guessing the Greatest (hard version),1900.0,binary search,interactive,,_Satoru_,PRACTICE,,,OK
419,1486.0,Guessing the Greatest (easy version),1600.0,binary search,interactive,,_Satoru_,PRACTICE,,,OK
420,1486.0,Eastern Exhibition,1500.0,binary search,geometry,,_Satoru_,PRACTICE,,,OK
421,1353.0,K-periodic Garland,1900.0,brute force,dp,,_Satoru_,PRACTICE,,,OK
422,1490.0,Accidental Victory,1400.0,binary search,data structures,,_Satoru_,PRACTICE,,,OK
423,1487.0,Minimum Ties,1500.0,brute force,constructive algorithms,,_Satoru_,CONTESTANT,,,OK
424,1487.0,Pythagorean Triples,1500.0,binary search,brute force,,_Satoru_,CONTESTANT,,,OK
425,1371.0,Asterism (Easy Version),1900.0,binary search,brute force,,_Satoru_,PRACTICE,,,OK
426,1303.0,Fill The Bag,1900.0,bitmasks,greedy,,_Satoru_,PRACTICE,,,OK
427,1358.0,The Best Vacation,1900.0,binary search,brute force,,_Satoru_,PRACTICE,,,OK
428,1421.0,Hexagons,1900.0,brute force,constructive algorithms,,_Satoru_,PRACTICE,,,OK
429,1480.0,Painting the Array I,1900.0,data structures,dp,,_Satoru_,PRACTICE,,,OK
430,1480.0,Searching Local Minimum,1700.0,binary search,interactive,,_Satoru_,PRACTICE,,,OK
431,1481.0,Fence Painting,1600.0,brute force,constructive algorithms,,_Satoru_,CONTESTANT,,,OK
